EmployeeID,Gender,Age,MaritalStatus,EducationLevel,Department,JobRole,JobLevel,BusinessTravel,EmploymentType,WorkLocation,RemoteWork,DateOfJoining,YearsAtCompany,YearsInCurrentRole,YearsWithCurrentManager,MonthlyIncome,AnnualSalary,SalaryHikePercent,Bonus,StockOptionLevel,OverTime,PerformanceRating,JobSatisfaction,EnvironmentSatisfaction,WorkLifeBalance,NumberOfProjects,PromotionInLast5Years,EngagementScore,AbsenteeismDays,ManagerRating,TeamSize,Attrition,DistanceFromHome,HealthIssues,JobInvolvement,StressLevel,HiringSource,CostToHire,ReplacementCost,Region,AgeGroup
487,Female,23,Married,PhD,HR,Team Lead,5,Travel_Rarely,Full-Time,Delhi,No,03-11-2015,10.3,0,5,39644,475728,15,4257,2,No,3,1,1,1,5,Yes,4,12,2,6,Yes,13,No,3,3,Consultancy,17077,78194,West,18-24
488,Male,42,Divorced,Bachelor,Sales,Specialist,4,Travel_Rarely,Contract,Bangalore,Yes,11-11-2016,9.3,0,0,73072,876864,11,17096,0,No,2,2,3,3,2,Yes,68,12,3,8,No,11,Yes,3,3,Consultancy,18783,31170,North,35-44
489,Male,37,Divorced,High School,HR,Executive,3,Non-Travel,Contract,Pune,No,13-08-2015,10.5,4,9,125626,1507512,16,2365,0,Yes,1,4,4,4,9,Yes,24,11,1,6,No,28,No,4,2,Consultancy,16472,42380,North,35-44
490,Male,27,Divorced,Master,Sales,Specialist,3,Travel_Frequently,Contract,Mumbai,Yes,11-07-2017,8.6,3,0,119341,1432092,21,24283,1,No,3,2,4,1,6,Yes,29,18,3,10,Yes,6,Yes,3,3,Referral,26638,79051,West,25-34
491,Female,33,Single,High School,Finance,Specialist,5,Travel_Frequently,Full-Time,Bangalore,No,17-05-2016,9.8,6,6,93398,1120776,17,164,2,No,4,3,2,3,7,Yes,58,17,2,12,No,18,No,2,3,Referral,30998,81248,South,25-34
492,Female,28,Married,PhD,Sales,Manager,3,Non-Travel,Full-Time,Ahmedabad,Yes,12-08-2022,3.5,7,9,103608,1243296,24,39374,1,Yes,4,4,2,4,6,No,89,0,1,4,Yes,24,No,3,4,Consultancy,17446,70460,South,25-34
493,Female,36,Divorced,High School,Marketing,Executive,4,Travel_Rarely,Full-Time,Bangalore,Yes,04-09-2016,9.5,0,0,148601,1783212,19,25727,0,No,1,4,2,1,4,Yes,68,6,2,13,No,9,Yes,1,1,Consultancy,46672,89109,South,35-44
494,Female,35,Divorced,PhD,Sales,Manager,1,Travel_Rarely,Contract,Pune,Yes,18-04-2024,1.8,3,3,114036,1368432,15,1499,2,No,3,4,3,2,13,Yes,44,9,3,5,No,19,Yes,4,4,Referral,37566,72196,West,25-34
495,Male,41,Divorced,PhD,Marketing,Executive,2,Non-Travel,Full-Time,Pune,No,25-01-2015,11.1,6,1,75499,905988,10,46260,0,No,4,2,2,1,1,No,56,14,4,9,Yes,17,No,4,4,Campus,26652,98461,East,35-44
496,Female,51,Married,Bachelor,HR,Specialist,3,Travel_Rarely,Full-Time,Pune,No,09-05-2022,3.8,3,3,91011,1092132,11,15720,2,Yes,2,4,4,1,2,No,93,10,4,5,Yes,4,No,1,2,Consultancy,23663,55162,North,45-54
497,Male,24,Divorced,PhD,Marketing,Specialist,4,Travel_Rarely,Full-Time,Mumbai,Yes,19-01-2018,8.1,0,1,42102,505224,6,40382,0,No,3,3,1,4,6,Yes,69,19,1,7,No,9,No,1,3,Consultancy,38894,77114,West,18-24
498,Female,43,Married,Master,Marketing,Manager,4,Non-Travel,Full-Time,Delhi,Yes,20-08-2019,6.5,1,5,108636,1303632,20,33542,1,No,4,3,2,2,9,No,84,6,3,7,No,1,Yes,2,3,Consultancy,34952,62734,South,35-44
499,Male,33,Divorced,High School,Operations,Executive,2,Travel_Rarely,Full-Time,Delhi,Yes,13-10-2016,9.4,6,9,68708,824496,6,4389,2,No,4,3,1,1,11,No,3,13,4,4,No,11,No,3,2,Campus,16304,62967,North,25-34
500,Male,58,Divorced,PhD,Finance,Analyst,2,Non-Travel,Contract,Pune,Yes,04-03-2017,9,2,3,140356,1684272,21,46575,2,Yes,2,1,3,3,2,Yes,62,9,4,11,No,14,Yes,2,3,Consultancy,32880,90627,South,55-64
501,Female,42,Single,Master,HR,Analyst,1,Non-Travel,Full-Time,Ahmedabad,No,02-07-2023,2.6,2,1,107829,1293948,10,42886,0,No,2,1,3,2,7,Yes,9,2,3,14,Yes,18,No,1,1,Consultancy,29728,59857,West,35-44
502,Female,39,Single,High School,Marketing,Executive,5,Travel_Frequently,Full-Time,Ahmedabad,No,12-06-2019,6.7,5,2,38940,467280,14,46454,2,No,1,3,1,1,10,Yes,36,17,4,4,Yes,2,Yes,3,4,Referral,33843,41053,North,35-44
503,Male,52,Married,Master,Finance,Manager,2,Travel_Rarely,Contract,Delhi,No,13-11-2018,7.3,3,5,137545,1650540,15,47621,0,No,1,3,3,4,3,No,62,10,1,5,No,21,No,4,2,Referral,39717,59491,North,45-54
504,Male,58,Divorced,Master,Operations,Specialist,2,Travel_Rarely,Full-Time,Mumbai,Yes,17-01-2017,9.1,8,4,145191,1742292,14,41353,1,No,1,1,1,3,9,No,64,16,4,3,No,9,No,2,1,Consultancy,25494,65166,East,55-64
505,Male,48,Divorced,Bachelor,HR,Executive,2,Travel_Frequently,Contract,Ahmedabad,Yes,14-07-2024,1.6,2,3,117799,1413588,17,12559,1,Yes,4,1,2,2,6,Yes,56,15,1,12,No,27,Yes,4,3,Referral,37190,92832,West,45-54
506,Female,42,Divorced,High School,HR,Team Lead,1,Non-Travel,Full-Time,Ahmedabad,Yes,15-10-2019,6.4,6,0,44660,535920,24,32406,0,Yes,1,2,2,1,1,Yes,76,3,2,10,No,5,Yes,1,4,LinkedIn,25577,35015,North,35-44
507,Female,37,Divorced,Master,Marketing,Manager,2,Non-Travel,Contract,Delhi,No,14-07-2015,10.6,0,6,117284,1407408,7,18226,2,No,1,2,1,2,10,Yes,90,0,2,11,Yes,1,No,4,3,LinkedIn,40078,71567,West,35-44
508,Male,45,Married,High School,Finance,Team Lead,1,Non-Travel,Contract,Pune,No,25-06-2021,4.7,8,3,93511,1122132,18,27949,1,Yes,1,2,4,4,7,No,16,13,4,11,No,9,No,1,3,Consultancy,16661,97952,East,35-44
509,Female,23,Single,High School,Marketing,Team Lead,1,Travel_Frequently,Contract,Bangalore,Yes,28-01-2022,4.1,6,8,87442,1049304,16,31952,0,Yes,2,3,3,4,13,No,65,0,2,4,No,15,No,1,4,Referral,44389,42233,North,18-24
510,Male,26,Married,High School,Sales,Analyst,3,Travel_Frequently,Full-Time,Delhi,No,01-10-2016,9.4,3,5,83219,998628,11,22787,1,No,1,2,2,2,1,Yes,74,9,2,5,No,24,No,3,1,Campus,47649,73106,East,25-34
511,Female,47,Married,Master,IT,Specialist,2,Non-Travel,Contract,Ahmedabad,No,13-05-2021,4.8,3,4,45028,540336,12,38677,1,Yes,2,2,2,2,5,Yes,23,9,1,9,No,15,No,1,4,Campus,25764,35873,South,45-54
512,Female,24,Married,Master,HR,Team Lead,5,Non-Travel,Full-Time,Bangalore,Yes,30-03-2022,3.9,1,5,87807,1053684,16,36230,2,No,1,3,4,3,7,Yes,31,12,1,10,No,5,Yes,3,1,LinkedIn,27978,54720,West,18-24
513,Male,32,Single,Bachelor,IT,Manager,3,Travel_Frequently,Full-Time,Mumbai,No,25-03-2017,8.9,6,3,94084,1129008,6,12197,1,Yes,4,4,2,2,9,No,20,8,4,14,Yes,9,Yes,1,3,Consultancy,44010,35636,North,25-34
514,Female,36,Single,Master,HR,Specialist,3,Travel_Frequently,Full-Time,Pune,No,05-04-2015,10.9,6,1,56180,674160,14,32635,2,No,2,4,4,1,1,Yes,28,3,4,10,No,1,No,3,3,LinkedIn,36520,35784,East,35-44
515,Male,37,Single,Master,Operations,Executive,5,Travel_Rarely,Full-Time,Ahmedabad,Yes,08-08-2020,5.5,1,1,40491,485892,8,40699,2,Yes,2,1,3,3,5,No,12,18,3,14,No,4,No,3,4,Referral,32322,30223,East,35-44
516,Male,38,Single,High School,Sales,Team Lead,5,Travel_Rarely,Full-Time,Pune,No,24-06-2020,5.7,5,0,44160,529920,14,31739,0,Yes,2,2,3,4,7,No,21,19,1,12,No,25,Yes,4,4,Campus,17054,58827,West,35-44
517,Female,57,Married,PhD,HR,Specialist,5,Travel_Rarely,Full-Time,Ahmedabad,No,14-01-2015,11.1,0,4,49373,592476,22,19987,1,No,3,2,2,4,11,No,36,0,3,4,No,14,Yes,1,3,Campus,46484,57790,South,55-64
518,Female,46,Married,High School,IT,Specialist,4,Non-Travel,Full-Time,Delhi,Yes,02-06-2015,10.7,1,8,88038,1056456,23,44277,0,Yes,3,3,2,4,2,Yes,22,17,4,4,No,4,No,4,3,Consultancy,37549,32342,South,45-54
519,Male,25,Married,Master,Finance,Executive,2,Travel_Frequently,Contract,Bangalore,No,05-02-2020,6,8,3,72664,871968,18,46523,2,No,3,3,2,3,5,Yes,2,15,3,13,Yes,19,No,4,3,Referral,21172,38680,East,18-24
520,Male,34,Divorced,High School,HR,Team Lead,4,Travel_Rarely,Contract,Pune,Yes,05-06-2020,5.7,2,4,141830,1701960,8,45022,0,No,4,3,3,2,14,Yes,68,4,1,12,No,27,No,2,1,Consultancy,38756,22919,East,25-34
521,Female,25,Married,Bachelor,Finance,Executive,5,Travel_Rarely,Full-Time,Pune,Yes,11-11-2019,6.3,7,3,88819,1065828,12,34747,0,Yes,3,3,1,4,10,No,42,10,1,11,No,29,Yes,3,2,Campus,37425,78176,East,18-24
522,Female,50,Married,Bachelor,Marketing,Manager,1,Non-Travel,Full-Time,Delhi,No,11-12-2016,9.2,8,7,136109,1633308,23,16025,0,Yes,1,4,1,3,4,No,3,18,4,7,No,8,No,4,3,Consultancy,44060,62154,North,45-54
523,Male,46,Married,Bachelor,HR,Manager,4,Travel_Rarely,Contract,Delhi,No,09-10-2018,7.4,2,5,136905,1642860,8,2056,2,Yes,1,1,4,2,4,Yes,43,2,4,10,No,22,Yes,4,2,LinkedIn,31415,56085,North,45-54
524,Female,29,Married,Bachelor,Sales,Specialist,3,Travel_Frequently,Contract,Ahmedabad,No,30-06-2021,4.6,0,4,45574,546888,13,29476,1,Yes,4,2,3,4,4,No,43,11,1,12,Yes,7,Yes,1,1,Referral,23865,45345,West,25-34
525,Female,33,Divorced,High School,HR,Executive,5,Travel_Frequently,Contract,Bangalore,Yes,12-02-2020,6,6,7,79196,950352,5,47411,2,No,3,4,3,1,10,Yes,52,1,3,5,No,14,Yes,4,1,Consultancy,23212,87525,North,25-34
526,Female,37,Divorced,High School,HR,Manager,5,Travel_Frequently,Contract,Bangalore,Yes,16-03-2017,8.9,5,7,44604,535248,18,9543,0,Yes,2,2,1,3,7,Yes,6,14,1,6,No,22,No,3,2,Campus,20349,66350,West,35-44
527,Female,58,Single,High School,HR,Specialist,1,Non-Travel,Contract,Pune,No,23-11-2024,1.2,7,9,65013,780156,23,24312,2,No,4,1,2,2,3,No,43,17,3,10,No,27,Yes,4,2,Consultancy,34133,70317,East,55-64
528,Male,37,Divorced,Master,Marketing,Manager,4,Non-Travel,Contract,Mumbai,No,09-11-2023,2.3,8,8,85950,1031400,9,19947,0,Yes,3,3,1,3,2,Yes,60,9,2,10,No,11,No,3,3,Consultancy,10982,99841,North,35-44
529,Male,22,Divorced,PhD,Marketing,Analyst,5,Non-Travel,Full-Time,Pune,Yes,10-05-2022,3.8,9,0,74843,898116,21,3625,1,No,4,2,3,2,1,Yes,95,14,1,6,No,3,Yes,1,1,Consultancy,19360,32941,South,18-24
530,Female,21,Single,PhD,IT,Team Lead,5,Travel_Rarely,Full-Time,Bangalore,No,22-01-2017,9.1,7,2,40193,482316,16,35891,0,Yes,1,3,2,3,1,Yes,3,5,2,13,No,29,No,2,2,Referral,39508,62653,East,18-24
531,Female,41,Divorced,PhD,Marketing,Team Lead,1,Non-Travel,Full-Time,Delhi,Yes,17-04-2017,8.9,2,1,85911,1030932,6,11628,0,No,1,2,1,3,13,Yes,1,12,3,13,No,7,No,3,2,LinkedIn,18167,98352,North,35-44
532,Female,43,Divorced,PhD,Marketing,Analyst,3,Travel_Frequently,Full-Time,Pune,No,18-05-2021,4.8,6,3,120537,1446444,21,29372,0,Yes,4,3,1,2,4,Yes,6,9,2,9,No,16,Yes,2,4,Consultancy,12600,91054,West,35-44
533,Female,26,Divorced,Bachelor,Finance,Team Lead,3,Travel_Frequently,Full-Time,Bangalore,No,08-06-2020,5.7,2,2,116981,1403772,18,27409,2,Yes,1,4,2,2,3,Yes,68,14,3,10,No,17,Yes,1,3,LinkedIn,34734,61745,West,25-34
534,Male,27,Single,Master,IT,Analyst,3,Travel_Rarely,Full-Time,Mumbai,No,14-07-2018,7.6,7,4,113280,1359360,23,35290,0,Yes,3,1,3,3,11,No,27,8,1,3,No,1,No,4,4,Campus,11908,57075,West,25-34
535,Female,36,Married,Bachelor,Sales,Specialist,1,Travel_Frequently,Full-Time,Mumbai,Yes,16-03-2020,5.9,9,8,129601,1555212,6,44349,2,Yes,3,1,2,2,12,No,92,17,4,4,No,1,No,3,3,Consultancy,25380,38212,East,35-44
536,Female,29,Divorced,High School,Sales,Executive,1,Travel_Frequently,Contract,Bangalore,Yes,09-11-2023,2.3,8,9,26094,313128,20,45885,1,Yes,3,4,3,3,6,No,15,14,1,8,No,5,No,1,2,Referral,33574,33869,East,25-34
537,Male,44,Single,High School,Operations,Specialist,2,Non-Travel,Contract,Bangalore,No,19-08-2017,8.5,7,4,132686,1592232,16,29097,0,No,4,1,3,4,6,No,15,11,1,5,Yes,13,Yes,4,3,LinkedIn,12787,66149,South,35-44
538,Female,27,Married,Master,Sales,Executive,4,Travel_Frequently,Full-Time,Pune,No,28-08-2015,10.5,4,1,22155,265860,24,37677,1,Yes,3,2,3,3,13,Yes,49,0,1,8,Yes,28,Yes,1,4,Referral,29192,23331,East,25-34
539,Female,39,Divorced,Bachelor,IT,Manager,4,Travel_Frequently,Full-Time,Ahmedabad,Yes,10-01-2024,2.1,3,2,88382,1060584,14,23386,1,No,2,3,1,4,2,Yes,24,9,4,6,No,13,No,4,1,Campus,39425,49075,South,35-44
540,Female,42,Divorced,Master,Sales,Executive,1,Non-Travel,Contract,Pune,Yes,09-09-2022,3.5,3,4,34781,417372,13,27256,1,Yes,3,4,2,3,5,No,31,9,2,13,Yes,22,Yes,4,2,Consultancy,24201,36289,East,35-44
541,Male,21,Married,Master,Sales,Manager,1,Non-Travel,Contract,Pune,No,20-08-2016,9.5,1,0,32873,394476,8,18518,2,No,1,4,2,4,5,No,63,0,3,11,No,18,No,2,4,Referral,33100,92190,West,18-24
542,Female,46,Divorced,PhD,Finance,Specialist,3,Travel_Rarely,Full-Time,Mumbai,Yes,14-09-2019,6.4,3,7,135637,1627644,13,3476,1,Yes,3,2,3,3,8,Yes,21,16,4,11,No,17,No,2,4,Referral,27635,23870,East,45-54
543,Male,50,Divorced,PhD,HR,Analyst,2,Travel_Frequently,Full-Time,Pune,Yes,08-10-2019,6.4,2,1,135049,1620588,10,17328,2,No,2,2,4,1,12,Yes,45,1,1,10,No,16,No,1,3,LinkedIn,20819,31969,West,45-54
544,Male,52,Single,Bachelor,Sales,Analyst,3,Non-Travel,Full-Time,Pune,Yes,31-01-2016,10.1,0,9,147182,1766184,7,4333,0,No,2,1,4,1,4,No,40,2,3,9,No,10,Yes,2,3,LinkedIn,43326,79261,East,45-54
545,Female,44,Divorced,PhD,Marketing,Executive,2,Travel_Frequently,Full-Time,Ahmedabad,No,26-08-2020,5.5,3,5,134382,1612584,17,7551,2,Yes,4,3,1,1,7,No,27,14,4,4,Yes,23,No,1,4,Campus,21075,42699,North,35-44
546,Female,47,Married,Bachelor,Operations,Specialist,4,Travel_Rarely,Contract,Delhi,No,23-02-2020,6,0,4,25413,304956,17,28014,1,No,3,2,4,2,2,No,75,12,3,10,No,25,No,1,4,Referral,33684,49858,East,45-54
547,Female,34,Married,Bachelor,Operations,Manager,1,Travel_Frequently,Full-Time,Pune,Yes,05-08-2020,5.5,5,5,79204,950448,21,48347,1,No,3,2,3,3,6,No,44,5,1,11,No,16,No,3,2,LinkedIn,29074,93410,North,25-34
548,Male,58,Divorced,High School,HR,Analyst,4,Travel_Frequently,Contract,Delhi,Yes,24-04-2016,9.8,3,9,144284,1731408,13,22568,1,No,2,2,3,4,3,No,2,14,1,14,No,21,No,2,2,Referral,21145,67259,West,55-64
549,Female,23,Married,PhD,HR,Specialist,5,Travel_Frequently,Contract,Mumbai,No,31-12-2022,3.1,8,9,143459,1721508,6,3239,0,Yes,1,4,2,4,1,Yes,61,18,2,3,No,2,No,1,3,Campus,25285,47260,West,18-24
550,Male,27,Divorced,PhD,IT,Executive,4,Non-Travel,Contract,Mumbai,No,12-10-2024,1.4,3,8,92949,1115388,12,8301,2,Yes,4,2,1,4,6,Yes,99,18,3,12,Yes,28,No,4,4,LinkedIn,30270,33698,East,25-34
551,Female,33,Married,High School,Operations,Analyst,5,Travel_Rarely,Full-Time,Mumbai,No,03-04-2016,9.9,4,3,59729,716748,18,21868,1,No,4,1,4,3,1,No,34,17,3,10,No,3,No,3,2,Referral,20728,56214,West,25-34
552,Female,45,Married,Bachelor,Sales,Team Lead,4,Travel_Frequently,Contract,Pune,Yes,12-12-2021,4.2,3,4,65588,787056,20,35924,0,No,2,4,3,2,7,Yes,45,17,4,11,No,10,Yes,3,1,Referral,41740,68355,South,35-44
553,Male,55,Married,PhD,Operations,Team Lead,3,Travel_Frequently,Full-Time,Ahmedabad,Yes,30-06-2023,2.6,9,7,80482,965784,20,15196,0,No,2,1,2,3,6,No,41,8,4,14,Yes,13,Yes,2,4,LinkedIn,39135,53741,South,45-54
554,Male,37,Divorced,Master,Sales,Specialist,5,Non-Travel,Contract,Delhi,No,21-09-2023,2.4,1,9,55674,668088,9,40364,1,No,4,4,4,1,13,No,48,12,3,12,No,4,No,3,1,Referral,46103,77320,North,35-44
555,Male,47,Single,High School,HR,Executive,2,Travel_Frequently,Contract,Delhi,No,07-11-2020,5.3,0,3,51941,623292,20,18857,2,No,1,2,2,3,7,No,64,0,4,14,Yes,17,No,4,3,LinkedIn,29337,25131,East,45-54
556,Female,56,Divorced,High School,HR,Specialist,1,Travel_Frequently,Full-Time,Ahmedabad,Yes,17-06-2023,2.7,5,2,77371,928452,5,891,0,No,2,4,1,1,5,No,37,1,1,7,No,27,Yes,1,2,LinkedIn,49412,24782,North,55-64
557,Male,24,Divorced,Master,HR,Team Lead,2,Travel_Rarely,Contract,Mumbai,No,15-09-2015,10.4,8,9,39521,474252,12,11864,2,Yes,4,1,1,2,1,Yes,91,7,2,8,No,9,Yes,3,2,Referral,46122,99045,South,18-24
558,Male,41,Married,Bachelor,HR,Executive,5,Non-Travel,Contract,Bangalore,Yes,28-09-2024,1.4,1,6,28951,347412,10,24182,2,No,4,4,1,4,3,Yes,69,2,3,7,No,15,No,1,2,Referral,22939,59585,West,35-44
559,Male,51,Single,Master,HR,Manager,5,Travel_Rarely,Full-Time,Bangalore,No,05-01-2023,3.1,1,5,128362,1540344,6,1607,2,No,3,2,2,2,1,No,94,13,3,8,No,19,Yes,3,2,LinkedIn,29377,29278,North,45-54
560,Female,45,Single,PhD,Operations,Executive,5,Non-Travel,Contract,Delhi,No,08-03-2017,9,7,6,147368,1768416,13,8039,2,No,4,2,2,1,2,No,27,6,4,8,No,18,No,3,3,LinkedIn,26083,75188,East,35-44
561,Male,54,Divorced,High School,HR,Specialist,4,Non-Travel,Contract,Delhi,No,02-03-2021,5,5,9,95486,1145832,17,13768,2,No,3,2,4,3,12,No,13,3,1,14,Yes,5,Yes,2,3,Campus,33828,29958,South,45-54
562,Female,36,Married,Master,Sales,Manager,2,Non-Travel,Contract,Pune,No,13-11-2022,3.3,6,0,35493,425916,23,25645,2,No,4,1,1,4,1,Yes,22,8,3,9,Yes,13,Yes,4,4,Consultancy,32217,30707,North,35-44
563,Male,46,Divorced,Master,Sales,Executive,4,Travel_Frequently,Full-Time,Bangalore,No,22-01-2019,7.1,2,6,31093,373116,23,4682,2,No,3,4,3,4,2,No,48,19,4,4,No,20,No,2,2,Referral,36913,42184,West,45-54
564,Female,23,Married,PhD,Operations,Manager,1,Travel_Frequently,Contract,Delhi,Yes,14-02-2021,5,3,9,63030,756360,23,33061,0,No,4,1,2,1,1,Yes,31,2,2,4,Yes,16,No,1,3,Campus,40641,77300,West,18-24
565,Male,40,Single,High School,Finance,Specialist,1,Travel_Rarely,Full-Time,Mumbai,No,11-07-2018,7.6,3,5,95147,1141764,11,47750,1,No,4,4,4,4,8,No,9,2,2,7,No,16,Yes,4,4,Consultancy,10527,76521,East,35-44
566,Male,49,Single,Master,Operations,Analyst,4,Travel_Frequently,Contract,Bangalore,No,25-03-2020,5.9,1,2,113316,1359792,6,15437,0,No,1,1,4,1,4,No,29,15,3,13,No,11,Yes,1,2,LinkedIn,37881,83401,South,45-54
567,Female,43,Single,High School,Marketing,Team Lead,1,Non-Travel,Contract,Ahmedabad,No,08-02-2016,10,5,9,55297,663564,17,8077,0,Yes,2,2,3,1,3,Yes,82,12,1,4,No,23,No,4,4,LinkedIn,15743,36494,West,35-44
568,Female,34,Married,Bachelor,IT,Manager,5,Non-Travel,Full-Time,Bangalore,Yes,23-05-2023,2.8,4,0,57632,691584,15,40389,2,No,3,2,3,3,6,Yes,47,7,2,13,No,14,Yes,4,2,LinkedIn,20760,31584,East,25-34
569,Male,38,Divorced,Bachelor,HR,Manager,5,Travel_Rarely,Contract,Bangalore,No,16-11-2021,4.3,4,4,45223,542676,20,14253,1,No,2,1,4,1,3,No,35,16,2,12,No,13,No,4,3,Campus,38317,86753,East,35-44
570,Male,57,Single,High School,HR,Specialist,4,Travel_Rarely,Contract,Bangalore,No,01-07-2023,2.6,1,1,143196,1718352,20,44261,0,Yes,2,2,3,2,3,No,39,14,1,3,No,23,Yes,1,2,LinkedIn,26119,50569,South,55-64
571,Female,50,Single,PhD,Marketing,Team Lead,1,Travel_Frequently,Contract,Delhi,No,31-07-2018,7.6,0,1,72967,875604,17,15376,2,Yes,2,3,3,2,8,No,18,17,2,9,No,1,Yes,3,1,LinkedIn,15530,24992,North,45-54
572,Male,45,Single,Bachelor,Finance,Team Lead,2,Travel_Frequently,Contract,Mumbai,No,10-07-2021,4.6,1,2,65833,789996,9,13679,1,Yes,3,4,2,1,14,Yes,53,15,3,8,No,10,No,4,4,Campus,33439,31101,North,35-44
573,Female,48,Married,Master,Marketing,Executive,4,Travel_Rarely,Contract,Pune,No,12-02-2016,10,4,7,64917,779004,6,49531,2,No,3,2,4,3,14,Yes,33,8,1,3,No,1,No,3,4,Campus,41192,27288,East,45-54
574,Male,37,Married,PhD,IT,Team Lead,2,Travel_Rarely,Contract,Delhi,Yes,16-12-2022,3.2,6,4,101122,1213464,15,39241,0,Yes,3,3,1,1,1,No,99,1,2,6,Yes,5,Yes,1,4,Referral,39815,27802,East,35-44
575,Male,32,Divorced,High School,Operations,Team Lead,1,Travel_Frequently,Contract,Delhi,Yes,27-09-2023,2.4,4,3,133884,1606608,5,22538,1,Yes,4,4,2,3,12,No,28,7,1,12,No,22,No,4,1,Referral,31961,46835,South,25-34
576,Male,47,Single,PhD,Finance,Executive,1,Non-Travel,Full-Time,Delhi,No,14-03-2015,10.9,9,1,21244,254928,19,47080,0,Yes,2,1,4,1,12,No,67,1,1,5,No,8,No,3,1,Referral,17770,45525,North,45-54
577,Male,55,Single,High School,Operations,Specialist,1,Travel_Frequently,Full-Time,Pune,Yes,25-06-2020,5.7,5,1,88211,1058532,21,49294,1,Yes,2,2,4,1,5,No,28,5,2,12,No,23,No,1,3,Referral,35381,45407,North,45-54
578,Female,33,Divorced,High School,IT,Executive,3,Travel_Rarely,Full-Time,Pune,No,25-03-2016,9.9,6,7,87576,1050912,22,18374,0,No,3,3,3,3,5,Yes,93,7,1,11,No,19,Yes,1,1,LinkedIn,42022,52202,North,25-34
579,Female,32,Single,Bachelor,Finance,Analyst,3,Travel_Rarely,Full-Time,Mumbai,No,31-08-2024,1.5,2,5,43641,523692,6,42430,1,Yes,3,2,2,2,1,Yes,78,9,3,10,No,21,No,4,4,Campus,36401,48502,North,25-34
580,Male,28,Married,High School,Marketing,Team Lead,3,Travel_Rarely,Contract,Delhi,Yes,26-10-2023,2.3,3,4,118694,1424328,7,27839,0,No,2,1,2,4,6,No,59,2,3,4,No,23,No,2,1,Referral,17806,20757,East,25-34
581,Female,55,Married,High School,Marketing,Executive,1,Travel_Rarely,Contract,Ahmedabad,No,23-05-2019,6.8,8,6,128408,1540896,18,22026,2,Yes,4,2,2,2,6,Yes,5,18,3,8,No,28,No,1,2,Campus,17597,51261,East,45-54
582,Male,25,Single,Master,HR,Executive,1,Travel_Rarely,Contract,Ahmedabad,No,05-03-2015,11,4,9,55561,666732,6,10340,0,Yes,2,1,2,1,11,Yes,67,14,4,8,No,20,Yes,3,1,Referral,39550,23576,North,18-24
583,Male,27,Divorced,Bachelor,Marketing,Team Lead,1,Travel_Rarely,Contract,Mumbai,Yes,11-12-2020,5.2,5,9,25728,308736,22,6203,0,Yes,4,3,4,1,8,Yes,55,0,2,10,No,21,No,3,2,Campus,42916,33105,North,25-34
584,Male,55,Divorced,Bachelor,Finance,Manager,3,Travel_Frequently,Contract,Mumbai,No,11-07-2024,1.6,5,3,141331,1695972,17,18429,0,Yes,4,4,4,1,7,No,40,11,2,5,No,11,No,1,4,Consultancy,46288,58664,West,45-54
585,Female,22,Married,Master,Finance,Team Lead,2,Non-Travel,Contract,Delhi,Yes,27-03-2016,9.9,4,4,133548,1602576,8,39191,1,No,1,2,3,1,10,Yes,11,5,2,3,No,11,Yes,4,3,LinkedIn,15614,80438,West,18-24
586,Male,37,Divorced,High School,Marketing,Specialist,1,Travel_Frequently,Full-Time,Ahmedabad,No,22-05-2023,2.8,1,9,23801,285612,17,25437,1,No,2,4,2,2,4,Yes,6,3,2,8,No,26,Yes,3,1,Campus,31285,65775,East,35-44
587,Female,51,Divorced,High School,IT,Executive,1,Non-Travel,Contract,Mumbai,Yes,13-12-2015,10.2,8,2,26798,321576,19,19954,1,No,3,3,1,3,8,Yes,34,18,1,4,Yes,1,Yes,1,2,LinkedIn,43455,98711,North,45-54
588,Male,58,Divorced,High School,Finance,Executive,5,Travel_Rarely,Contract,Pune,No,15-06-2022,3.7,6,8,135107,1621284,24,7466,1,Yes,2,2,2,3,4,Yes,88,6,4,6,Yes,7,Yes,2,2,Consultancy,27578,92317,East,55-64
589,Male,56,Married,High School,Operations,Team Lead,5,Non-Travel,Full-Time,Ahmedabad,No,04-11-2019,6.3,5,6,101099,1213188,18,7307,1,No,3,2,3,1,9,No,55,17,3,14,Yes,14,Yes,3,2,Referral,36626,79090,West,55-64
590,Female,37,Single,PhD,IT,Manager,3,Travel_Frequently,Full-Time,Ahmedabad,Yes,07-07-2023,2.6,2,1,120860,1450320,21,2472,1,No,4,3,1,1,11,Yes,66,14,1,5,No,10,No,4,2,Campus,11702,82723,East,35-44
591,Female,29,Divorced,PhD,Finance,Executive,5,Non-Travel,Contract,Mumbai,Yes,12-01-2019,7.1,9,2,47397,568764,16,16626,2,No,4,4,2,4,2,No,25,6,4,9,No,16,Yes,2,4,LinkedIn,44930,92022,East,25-34
592,Male,37,Married,High School,Finance,Team Lead,5,Non-Travel,Full-Time,Ahmedabad,No,26-11-2015,10.2,6,7,108794,1305528,13,46032,2,Yes,1,1,1,4,2,No,79,16,1,9,No,9,No,3,3,Campus,45765,74681,North,35-44
